Doc_ID,DSI_Title,Submission File Name,Student Name,Genre of Movie,Review Type (pos or neg),Movie Title,Text
249,RPT_Doc9_dragmetohell,RPT_Doc9_dragmetohell,RPT,Horror,Negative,Drag me to hell,"The true test of any successful horror flick is how wretched it makes you feel. At the very least, it should inspire a banquet of dread or offer a canape of anxiety. After Drag Me to Hell you won't mind walking home alone. You might even welcome a dark, deserted alley. It could help alleviate the anger of knowing you've been had. This is surprising, since Drag Me to Hell is the creation of writer-director Sam Raimi, whose body of work has been dedicated to turning more than one viewer's hair white with the Evil Dead and Spider-Man franchises. The only thing he's likely to turn a viewer to this time is the door marked exit. For God only knows what reason, it begins with a prelude staged in 1969 in Pasadena. A kid steals a necklace from a gypsy wagon and takes refuge in one of those old houses that look like W. C. Fields lived there. The doors slam open; people fall to their deaths; the floor opens and sucks the little thief into a cauldron of flames; and the house goes back to looking like a silent-film set. Forty years later, a pretty loan officer in a California bank named Christine Brown (Alison Lohman, sometimes unfairly confused with Lindsay Lohan) refuses to extend a delinquent loan to an ancient hag with one eye and a mouth full of black incisors who has an epileptic fit in the middle of the bank and puts a curse on the young career girl. The nightmare begins. The crone attacks her in the underground parking garage, wrecks her car and rips a button from her coat. Soon she hears the same voices the little boy heard back in 1969. A bug crawls into her nose in the middle of the night. The next day at work she spews blood all over the bank. Her boyfriend (Justin Long) pooh-poohs the whole thing, until she bakes a harvest cake to impress his snobby parents and a human eye pops out of the batter with the kind of ensuing dinner-table chaos that guarantees a short engagement with no need for the bridal registry at Bloomingdale's. Seeking the help of a loopy carnival medium, Christine finds herself up to her pierced ears in corpse vomit, animal sacrifice, violent seances and open graves. Nothing stops the curse. The road to deliverance leads to the same old house in Pasadena containing the doorway to hell, but the movie doesn't end there. There's still a preposterous finale in a grotesque cemetery that tickles the funny bone more than it assaults the nervous system. Sound effects play an important part in the superficial mechanics (pots and pans rattle, glass shatters, powerful forces knock people to the floor), and to Mr. Raimi's credit, there is no happy ending. Still, the first rule in spook films is ""If you want to hold the audience's attention, make them believe the horror could really happen""-a rule Drag Me to Hell ignores at its"
250,RPT_Doc10_dragmetohell,RPT_Doc10_dragmetohell,RPT,Horror,Negative,Drag me to hell,"The title ""Drag Me to Hell"" offers both literal and ironic inklings to those associated with the movie's payoff, including the audience. A young woman aspiring for big professional opportunities at a bank makes a grievous error with a mysterious woman who arrives at her desk pleading for help, resulting in a horrific curse that anchors the crosshairs of torment onto her soul for a resulting 100 minutes of loud and foreboding celluloid. Her house thumps with the thundering sounds of something monstrous, and then a shadowy form tosses her around like a torn rag doll. She is attacked in her office garage. Animals hiss and growl as she walks by. She is assailed by visions of a malevolent being who makes clear his purpose of pulling her into an afterlife of endless torture and suffering. And then the movie demands the panic-stricken victim to sacrifice a kitten in a vain attempt to ward off the evil presence... and in that moment, a deplorable line is crossed. For the remaining running time, no more is it our concern as to whether she is going to emerge from the experience in tact or unscathed; the real hell eluded to by said title now becomes the movie theater, where moviegoers go from being surprised and thrilled to completely appalled by some contemptible plot decisions. After a certain point, the movie becomes our own cinematic damnation from which there is no escape. The movie is the brain child of Sam Raimi, who was made famous in this genre early on with the ""Evil Dead"" series, and then departed the trenches of B-movie horror comedy in favor of loftier Hollywood ambitions. The results were eclectic but effective, yielding the marvelous ""A Simple Plan,"" a taut thriller called ""The Gift,"" and the box office triumph of the first three ""Spider Man"" movies. Somehow, after those achievements, Raimi's mind convinced itself that revisiting the past was a wise decision, perhaps strengthened by the noting that more money for a film budget was as his disposal, and the support of a major studio would give him certain freedoms with this approach that were not allotted to him so many years prior. Sometimes, they say, the past is better left there. The movie stars Alison Lohman as Christine Brown, the would-be heroin of the story, who is basically a collection of insecurities masquerading around under the veneer of opportunistic intentions. She is a financial consultant at a bank, vying for an assistant manager position and doing nearly anything possible to try and impress her indecisive boss, who is also considering a potentially more qualified candidate for the job. Those lofty ambitions are realized when an old and grotesque woman (Lorna Raver) comes to her desk, begging for a third extension on her house's mortgage. Christine feigns sympathy, but denies the claim and leaves her at the mercy of a foreclosure. The old woman begins causing a public scene by getting on her knees, to which Christine calls security"
244,RPT_Doc4_dragmetohell,RPT_Doc4_dragmetohell,RPT,Horror,Positive,Drag me to hell,"For much of his career, Sam Raimi was a cult director best known for his madcap horror trilogy of Evil Dead films. Then, amazingly, the filmmaker whose highest grossing movie of his career didn't even top $40 million at the domestic box office was given the reins to the iconic Marvel character Spider-Man. There was a demand for comic book movies at the time but Raimi's Spider-Man was such a smash hit that it brought superhero cinema into a full-fledged pop culture phenomenon. After a successful trilogy that pulled in well over a billion dollars in the North America alone, Raimi moved on from the web-slinger. His first movie after the greatest successes of his career would be Drag Me to Hell, a movie Raimi co-wrote with his brother Ivan and would see the director returning to his horror roots. Nine years after its release, Drag Me to Hell lands on Blu-ray with a new special edition from the dedicated horror nuts at Scream Factory, an edition that honors this often overlooked example of purely distilled Sam Raimi cinema. The plot for Drag Me to Hell is straightforward and to the point. Christine Brown (Alison Lohman) is piecing her life together living in Los Angeles. She works as a loan officer at a bank with her eyes set on a promotion to assistant manager. Christine is dating a young doctor Clay (Justin Long). Things are on the upswing for the somewhat shy young woman. That is until Sylvia Ganush (Lorna Raver) enters the bank one day seeking an extension on her home loan. At that moment Christine is presented with a choice to make. Eager for that promotion, Christine decides to try and impress her boss and reject Mrs. Ganush's extension. That evening, as Christine walks out to her car, she's attacked by a belligerent Ganush and the scuffle ends with the old gypsy placing a curse on Christine. The evil spirit of the Lamia will haunt her for three days until it finally burst through this earthly plane and will drag Christine to Hell where she'll be tortured through eternity. Sam Raimi brings such an efficiency to the horror of Drag Me to Hell, knowing exactly where he's taking his characters and easily guiding the story along to horrific moment after horrific moment. Since the film is dealing with a deadly supernatural entity, Sam and Ivan Raimi allow the character of the spiritualist Rham Jas (Dileep Rao) to serve as the main channel of expository dialogue. There's this perfect balance between not over-explaining the events of the film while still pulling the audience into this twisted world of demons from Hell. More importantly, Sam Raimi knows what you want out of a movie entitled Drag Me to Hell and, dammit, he's going to give it to you. The horror filmmaking of Sam Raimi is very much like a rollercoaster ride. First there's a jolt to get your attention. Then the terror twists and turns with escalating dread and ease"
245,RPT_Doc5_dragmetohell,RPT_Doc5_dragmetohell,RPT,Horror,Positive,Drag me to hell,"If you were to tell a horror fan in the '80s or '90s that Sam Raimi would go on to make one of the most expensive films of all time (2007's Spider-Man 3, for the record - its final cost was just under $300m), they probably wouldn't believe you. Likewise, if you were to tell them that at a certain point in time (now) that the only film he had directed in nearly a decade was a mega-budget Wizard of Oz sequel, they'd be even more incredulous; hell, I've witnessed it myself and I still have trouble believing that one. But this time traveler with fairly useless information could calm that horror fan by telling them that, in 2009, right between those two blank check, family-friendly productions, he would at long last return to the horror genre to make a relatively low budget spiritual successor to Evil Dead 2 titled Drag Me To Hell. Even better, that film would prove his long time away from such fare didn't leave him too rusty to live up to the expectations one might have for such an event. Like fellow surprise blockbuster-maker Peter Jackson, Raimi got his start making cheap movies with his friends, letting his talent speak for itself instead of hiding it behind big stars and all the 3D visuals $200m+ budgets can provide. It was this ""See what he can do with nothing - now imagine what he can do with lots and lots of money!"" thinking that led him to the studio system in the '90s, where his output was generally well-liked but rarely successful at the box office (oddly, his biggest grosser before Spider-Man was For Love of the Game, a costly dud that almost no one would recognize as one of his films without reading the credits). Despite his financially iffy track record, he secured the lucrative Spider-Man gig and gave Sony its biggest hit ever, followed by two very successful sequels, and after doing those films more or less back to back he could presumably walk into any studio in town and get something greenlit because the marketing could rest on ""From the director of the Spider-Man trilogy"" on the trailers and posters. So what did he do? He made Drag Me To Hell, which embraced his passion for both slapstick and gooey liquids in equal measure - a rare horror comedy that seems determined to split that bill evenly. Yes, this can lead to the occasional less-than-graceful shift in tone, but Raimi's glee from behind the camera practically becomes visible onscreen, keeping it from ever being an issue. Or at least it does for me; I knew a few folks who don't like the film and I feel sad for them, as they are denying themselves pure cinematic joy from a guy who was clearly relishing being back on a small production again, without a dozen producers telling him what to do (*cough* Venom *cough*) and the pressure of living up to two of the"
246,RPT_Doc6_dragmetohell,RPT_Doc6_dragmetohell,RPT,Horror,Positive,Drag me to hell,"At what point does gleeful cynicism become so gleeful that it ceases to function as cynicism at all, and mutates into a blatant formalist trope of little emotional or intellectual resonance, but plenty of aesthetic...what's the word? Bliss? Is frisson somehow appropriate here? I guess it would all depend, largely, on how you feel about horror movies in the first place. But let's say you do. Like them, that is. In which case, a tricked-out number such as Sam Raimi's Drag Me To Hell, co-written by Raimi and his brother Ivan, will delight not just on the frenetic-fright level that Raimi set a certain bar for in his Evil Dead films of the '80s, but also for the ruthlessness with which it toys with viewer sympathies. To get into this a bit will require the use, alas, of some substantive spoilers. Which I will place, although perhaps not immediately, below the jump. Beware. Be warned. At what point does gleeful cynicism become so gleeful that it ceases to function as cynicism at all, and mutates into a blatant formalist trope of little emotional or intellectual resonance, but plenty of aesthetic...what's the word? Bliss? Is frisson somehow appropriate here? I guess it would all depend, largely, on how you feel about horror movies in the first place. But let's say you do. Like them, that is. In which case, a tricked-out number such as Sam Raimi's Drag Me To Hell, co-written by Raimi and his brother Ivan, will delight not just on the frenetic-fright level that Raimi set a certain bar for in his Evil Dead films of the '80s, but also for the ruthlessness with which it toys with viewer sympathies. To get into this a bit will require the use, alas, of some substantive spoilers. Which I will place, although perhaps not immediately, below the jump. Beware. Be warned. But while the Evil Dead pictures kind of prided themselves on their thoroughly one-dimensional characterizations-there was the stolid and rather somewhat stupid square-jawed hero Ash, surrounded by malevolent demons and not much else, at least until 1992's Army of Darkness, in which he teamed up with a bunch of medieval clods-here Raimi goes for...well, I wouldn't call it depth, exactly. But he and his sibling go to considerable cliched length to elicit fellow-feeling for ill-fated lead character Christine Brown. Right at the beginning of the film, they show the lean, perky Brown (played by a very game Alison Lohman) passing by a window display of yummy pastries on her way to work. She looks at it longingly, then walks by. Angling for a promotion at her soulless bank job, she denies a loan extension for a decidedly sinister-looking gypsy woman who delivers her hell-condemning curse in a ridiculously slam-bang underground parking lot confrontation. Christine resists-she's got spunk, in very much the sense that Lou Grant meant it when he ascribed the same quality to Mary Richards-and she spends the rest of the film resisting. Interwoven with the various scares is"
158,ESS_Doc8_Equilibrium,ESS_Doc8_Equilibrium,ESS,Sci-Fi,Negative,Equilibrium,"It looks good. Well, that's the positive aspect of this film out of the way. Quite simply, it's amazing that this film even got made, being nothing more than a sorry, derivative ragbag of pilfered ideas, with not a single one of its own to justify its existence. The nearest one can come to describing this Frankenstein monster of a travesty is ""1984"" crossed with ""The Matrix"", and the latter wasn't exactly blindingly original to begin with. As if this isn't bad enough, the film is loaded with inconsistencies and plot holes, all shoddily papered over in the name of convenience as well as scenes and dialogue so hackneyed you can see them coming a mile off (and if you can't, you should really see more films. Preferably good ones). I actually uttered one line seconds before the character did, and had to stifle risible laughter when Preston came face to face with the itty bitty, cutesy-wutesy puppy. (In this scene, please note that the budget having probably been spent all on bullets didn't seem to stretch to any sort of animal training, as it relies on actors pointing off-camera and saying, ""Stop it! It's getting away!"" and reaching down, most unconvincingly). Laughter, in fact, is the only realistic response to the majority of this farrago, if only to stave off the angry realisation that your time is being wasted. You want laughs? AND HERE BE SPOILERS (although it's kind of hard to spoil something that's already this rank, IMHO) In the lead up to the ""climactic"" fight, one character warns Preston that, should he get too close to""Father"" (highly original name for a ""Big Brother"" figure, eh? Lucky they didn't call him ""Uncle"" or ""Second Cousin Twice Removed"") he'll be shot down by snipers. When the spit hits the fan, however, there are no snipers, not a one: only an endless parade of policemen, doing what they do best throughout: dying. Honest, these guys, despite their fierce get-up, turn out to be the most useless, butter-fingered cannon-fodder since the Imperial Stormtroopers in the original ""Star Wars"" (and countless other Z-grade imitations). Once you realise that they couldn't hit a barn door at ten feet and that their tactics seem to consist of merely lining up to get gunned down, you're left with no tension, nothing at stake and only the tedious sight of moronic sitting ducks being blown away, noisily, time and time and time and time again. It doesn't help that, having walked Preston into a trap and taken his weapon, they don't think to search him for anything else, leaving him free to conceal guns and an abundance of spare ammo, as well as a complicated reloading mechanism...all up his sleeves. Good thing nobody shook his hand. This is the film's idea of a ""twist"": a development so implausible, so gobsmackingly unlikely that it's an insult to any intelligent film-goer. ""Equilibrium"" is the kind of film so shoddily made and yet so pretentious, it just cries out"
159,ESS_Doc9_Equilibrium,ESS_Doc9_Equilibrium,ESS,Sci-Fi,Negative,Equilibrium,"Here's a true story: This evening, I went to see a movie called ""Equilibrium."" Now normally, I save every movie ticket and throw them in a shoebox filled with precious mementos. On my trip through the parking lot, I pulled out my Zippo and proceeded to burn it. Then proceeded to speed home, so I could take an extremely violent crap. I don't know what was worse; how painful the bowel movement was, or how painful the movie was. Roger Ebert gave this movie 3 stars out of 4. As soon as I'm done writing this review, I'm going to track him down and force-feed him his review. Laced with Strychnine. I realize you're probably thinking, ""Shouldn't the punishment fit the crime?"" But frankly, I'm a busy man, and I don't have time for 6 months of chakra torture. I suppose you're expecting some sort of review of the movie, so I guess I should make an attempt. Then again, if I put as much effort into this review as writer/director Kurt Wimmer put into his screenplay, I could call it a day right now. ""Equilibrium"" gives us a society, Libria, which is opiated by a drug known as Librium, a necessity after World War III. The survivors in power decided that it was man's emotion that led to war, and in order to prevent any such future occurrences, they constructed a society based on emotionless. This is aided by the destruction of all art, music, and cultural relics, not to mention 3 doses a day of the aforementioned Librium injection. Those who forsake the drug are known as ""Sense Offenders,"" and these criminals are tended to by an elite class of soldiers known as Clericks. And by ""tended to,"" I mean ""Terminated with extreme prejudice."" Within the first 20 minutes of the film, we've encountered Clerick John Preston, watched him kill his partner for being a sense offender, and discovered his wife was executed for Sense offenses 4 years earlier. But thanks to his Librium doses, he doesn't seem to mind much. Watching this movie, I suddenly wished they made a drug which made horrible movies good. All is well and good in emotionless Libria, until Preston accidentally knocks a vial of his Librium off the bathroom sink, and doesn't have time to pick up another dose. Suddenly, he is overwhelmed with emotion, and continues to abstain from his medication, leading him to question authority and rebel. And by ""rebel,"" I mean ""Terminate with extreme prejudice."" I suppose you're expecting me to say something along the lines of, ""At this point, the movie degenerates into a Matrix-wannabe."" Unfortunately, the movie was that from the moment Preston and his partner show up to tend to the first lot of sense offenders. Christian Bale was dripping with Keanuosity, from the slicked-back black hair, black garb, and generally emotionless acting ability. Although one would be hesitant to mention the dullness of his performance, given the fact he was on the drug, he"
160,ESS_Doc10_Equilibrium,ESS_Doc10_Equilibrium,ESS,Sci-Fi,Negative,Equilibrium,"Are you serious? Lets think about the basic idea behind the plot of the movie - the simple idea that emotions and feelings are not allowed, and that those in charge, don't have them and will keep all others from having them. At first mention, it sounds like a cool concept. A pretty good idea for a story, and it gets people going - the feeling of not being allowed to feel! But any competent person should be able to immediately realize how absurd this idea is. From it's very conception, the idea for the story is utterly and completely flawed. I'll break it down simply first, then get more detailed. Simply: If there is no emotion, there can be no conflict. If there is no conflict, there is no story. No story, no movie. Or at least, that's what the creators and writers should have realized from the start and this whole project should have died there. But they didn't, and now we need to go into detail and show why this movie just doesn't work: The current rulers of Libria supposedly have no emotion, or at least those that enforce the will of the leaders have no feelings. If they have no emotion, why then do they care if other's do? In order to care, to have the capacity ""to care"", as in feel in-deferent or adversely to another's actions... oh wait, I said it right there - to feel. Therein lies the flaw, but lets not stop there. The most devout follower, Andrew Brandt (played by Taye Diggs), exhibits feelings in more than one instance. Passion, anger, humor, doubt, all of these are shown. He gives a passionate speech to everyone in a room about Preston (Christian Bale), he questions his future, he taunts the protagonist, he shows fear (or feigns it - but to feign would be the product of deceit, and do I really need to explain that as well?) when being dragged away, and above all a point is made to show that he has ambition... A desire to rise in power. Why would a man who can't feel a thing desire power and prestige? And all this from ONE character. The writers and creators present at the beginning of the movie the concept of no feelings, and then completely ignore it throughout the rest of the film. If that first example were not enough, here is another. Taken from the plot summary on Wikipedia: ""Following a standard police raid on a Librian woman, Mary O'Brien, who has stopped taking Prozium..."" If this ""Prozium"" takes away all emotion and feeling, how and why did this O'Brien decide, or even desire, to stop taking it? I don't think I even need to elaborate - it speaks for itself. The entire story is so full of holes I don't understand how it every even got past the conceptual stage. It just goes to show the crappy quality of films being put into production these days. In"
153,ESS_Doc3_Equilibrium,ESS_Doc3_Equilibrium,ESS,Sci-Fi,Positive,Equilibrium,"Set in a future, post-World War III society where emotions have been outlawed, Equilibrium tells the story of John Preston (Christian Bale), a government agent who begins to have doubts about the policy he is enforcing. Equilibrium is the perfect example why I do not rate lower for derivativeness or unoriginality. The film is basically high-concept combination of Fahrenheit 451 (1966), George Orwell's novel Nineteen Eighty-Four (original published in 1949, film versions appeared in 1954, 1956 and 1984), The Matrix (1999) and a bit of The Wizard of Oz (1939) thrown in for good measure. What matters is not how original the ideas are (assuming it's not a case of plagiarism), as whether something is original or not is an epistemological problem that tells us more about our own familiarity with other material rather than the precedent status of the artwork we're questioning, but how well the material is handled. The high-concept material in Equilibrium is handled brilliantly. On its surface, after a brief action-oriented beginning, Equilibrium is basically a progression from a fairly complex sci-fi film (meaning simply that it takes a lot of exposition to get up to speed) to a thriller to a ""gun fu""-styled actioner. The progression is carried out deftly by writer/director Kurt Wimmer (who unfortunately hasn't shown the same level of elegant panache in other films I've seen from him, including Sphere (1998) and The Recruit (2003)), with all of the genres somewhat present throughout the film. Wimmer is so austerely slick here that Equilibrium sometimes resembles a postmodernist automobile commercial. The transition from genre to genre is incredibly smooth. The most impressive material on this surface level is the gun fu action stuff, which almost ""out-Matrixes"" The Matrix in style, if not volume. Preston is so skilled to be an almost invincible opponent. His solitary misstep as a fighter occurs once he gives himself over to emotion. This is nicely related to the common advice from kung fu senseis that emotion lessens one's effectiveness in combat. Of course a big part of Equilibrium is the set of philosophical points it has to make about emotion. There are sections of the film that are appropriately dialogue-heavy, and Wimmer is more than conspicuous with this (one of two) primary theme(s). Just as important as dialogue for Wimmer's commentary on man's emotions are body language and behavior. Some viewers might see it as a flaw that characters frequently show what they consider to be signs of emotions in their comments or behavior, but that's part of Wimmer's agenda. Because it's difficult to even say just what counts as an emotion, and emotions are so wrapped-up with being sentient beings, it would be difficult if not impossible to fully eliminate them, and it's certainly not recommendable. The cast does an excellent job of portraying characters who are supposed to be mostly emotionless but with cracks in the stoic armor continually poking through. Wimmer has a harsh view of our society's self-medication epidemic--even the title of the film"
154,ESS_Doc4_Equilibrium,ESS_Doc4_Equilibrium,ESS,Sci-Fi,Positive,Equilibrium,"An underrated piece of art, this bleak future where emotions are forbidden has an ironic emotional core to it. It doesn't surround itself with blatant copies of Fahrenheit 451 and 1984, in fact, what many people would assume are carbon copies I would prefer to call references, harking back to other dystopian films while also being a standalone film in its own right. Equilibrium treats the matter with mild stoicism, foreshadowing particular events in a neat way that manages to explode in a thrilling yet thoughtful way. The ignorance of many critics that assumed the worst, didn't seem to see the whole picture. None of this was about the fact that censorship exists or that you could be executed for certain crimes. The whole idea of the film was to make you see how people behaved through lack of emotion, with the failure to see that emotion is what makes us human. Rather than take a purely political motive, it manages to incorporate perhaps a majorly ethical motive. The action that is contained in this film is not just for showing off. The stylistic features render the action scenes mindblowing, but no less helping to drive the core theme of the story - besides, the main character is a cleric, trained in the art of Gun Kata (a thrilling name for a sadly non-existent masterpiece of fighting style) who manages to put a chink in Libria's armour as we see through his perspective by realising he can use this weapon against the system that attempts and fails to betray him as someone who is 'feeling'. When I first regarded this film, I became fascinated about how, amongst the close-ups and wider shots, the main character seems to obviously show some kind of emotion without the intrusion of the system demanding why on earth he hasn't been arrested for his crimes. This ultimately came to the climax, whereby the foreshadowing managed to sneak its way in at the beginning. The fact that Christian Bale was chosen for this role makes me wonder why some people didn't think this was good, considering how deft he was in executing the action, the visual non-speaking scenes and the dialogue. To the amazing use of irony, a number of heart-rending scenes kept up the core theme, and the stylistic use of camera focus on Christian Bale emphasised the distress that we could feel he was going through, one being his flinching when we don't see the dogs being shot, but we can feel it by way of his reaction. However, I thought one of the most chilling scenes was during a raid of someone's apartment, with fires burning and people spattered with blood, was the simplicity of a dying man running into the main character, known as John Preston, bleeding, desperation and hope glittering in his eyes as he slides down, leaving Preston aghast and completely horrified, reflecting the man's pain. The expression on his face could not have been possibly matched, Christian Bale just"
155,ESS_Doc5_Equilibrium,ESS_Doc5_Equilibrium,ESS,Sci-Fi,Positive,Equilibrium,"I bought Equilibrium just because Christian Bale is in it. To tell you the truth I was certain that it was going to be a goofy, direct-to-video sci-fi fiasco that most involved would just as soon forget. The cover box reminded me of Universal Soldier. As it turns out however, it's not a movie that those involved want to forget, it's an overlooked gem, no doubt because it came at the height of the Matrix craze, which it may resemble in too many ways. Unfortunately, too many people will callously write it off as a Matrix rip-off, and it's a shame because this is one of the best science fiction films to have come along in quite some time. It takes place in the far off 21st century, but it's not about the future (given that it exists in a future that can't ever exist), it's about the disturbing reality that war is a part of human nature, and in order to eradicate it from the modern world we would have to become a homogenized society of emotionless, drug-controlled zombies. No jokes about that already being a reality. The movie's biggest assertion is that it assigns blame for man's inhumanity to man to his ability to feel (ignoring the real causes, such as religion, political power, and less dogmatic things like national pride and human rights). The current government is based on enforcing the mass removal of emotion from the masses using a drug called Prozium, and is the source of the movie's main irony, that in order to eradicate war, it has waged war on all of it's own citizens, who constantly live under close surveillance. The government employs Grammaton Clerics to handle that surveillance. They are highly trained officers authorized to kill anyone they deem to be ""sense offenders"" on the spot (""I trust you'll be more vigilant in the future?""). There is, in fact, a staggering amount of irony in the film, given that all emotion or feeling is strictly forbidden under penalty of death, and yet anger, suspicion and fear are all alive and well, and even flaunted. It's also interesting to consider that in real life it is the dogmatic, Cleric-like believers who aspire for war, and the normal people who just want to live their lives. For the most part the movie ignores the fact that it is governments that wage war, not citizens (even emotionally sensitive ones), but no matter. The important thing that you need to know about the movie is that it goes way, way too far, and because of that, it's fun. I cheered out loud several times during the film because the gun fights, which are so unrealistic it's almost funny, are genuinely well-choreographed and exciting. If I may say so, this is what gun fights in hard core science fiction movies should look like. Many people criticize the movie for being unrealistic or too extreme, altogether forgetting what kind of movie they're watching in the first place. The"
253,NKP_Doc3_Fresh,NKP_Doc3_Fresh,NKP,Horror,Negative,Fresh,"The central idea of Fresh is either a blunt metaphor that gets in the way of the movie's actual point or the foundation of a sincere, creepy thriller that oversteps its significance. Either way, the movie comes across as a mishmash of tones, approaches, and purposes. It starts with relative innocence, as we watch Noa (Daisy Edgar-Jones) try to look for a good-or, at least, not-entirely-terrible-man in the world of online dating. Her most recent date is with a self-absorbed guy (played by Brett Dier) who's late for their dinner outing, isn't interested in a thing she has to say, displays more than a hint of racism while talking to the server, and, even though he made certain Noa knew they'd be splitting the bill, takes all of the leftovers for himself. The final notes of the evening have him suggesting they go out again, her saying they don't seem too compatible, and him responding with increasingly aggressive insults. Yes, this is how things have been going for Noa, and there's an amusing but unpleasant honesty to how screenwriter Lauryn Kahn sums up the despair, harassment, and quiet fear of the modern-day dating scene for women in these introductory scenes. While Noa can receive some constant sympathy and support from her best friend Mollie (Jojo T. Gibbs), the young woman does want a romantic relationship. Enter Steve (Sebastian Stan). They meet at a grocery store, and he's charming but awkward, handsome but funny, and assertive but with a seemingly genuine sense of embarrassment about asking for her phone number. Noa is intrigued, and then, she can't stop thinking about him. When he texts her to ask her out for drinks, Noa accepts. There's barely a hint of what's to come in the scenes of grounded, whirlwind romance that follow. The two talk with some humor, self-awareness, and sincerity about their pasts and current lives, and Steve seems to be, not only a not-entirely-terrible guy, but also a good and kind and thoughtful one, who also happens to make good money as a reconstructive surgeon. Noa falls quickly and hard, and while Mollie's suspicions about someone who seems this too-good-to-be-true definitely strike us as a bit of foreshadowing, Noa doesn't seem to care. She and Steve are going to take a trip together, although the destination is a surprise and, whoops, they'll have leave the next day after a stay at his house, which happens to be in the middle of the woods without any cellphone service. There it is. All of that is simply a prologue-and a seemingly unessential one, given how far removed any sense of normalcy is from the proceeding material-for what's to come. To detail what follows the major twist of the plot and the story's intentions might undermine the surprise, but then again, it becomes clear that Kahn and director Mimi Cave are mostly out to continually shock us. It all begins as a straightforward abduction thriller, in which Noa is imprisoned and must find a"
254,NKP_Doc4_Fresh,NKP_Doc4_Fresh,NKP,Horror,Negative,Fresh,"Fresh plays out like director Mimi Cave (primarily known for shorts and music videos, making her feature-length debut) and screenwriter Lauryn Kahn (also experienced with shorts, although with a feature-length script already to her name) are ready to burn down the entire enterprise of online dating. To be fair, given stranger than fiction documentaries like The Tinder Swindler readily available on Netflix and no doubt a plethora of negative personal experiences to pull from, there's also nothing wrong with taking that system down a peg, especially when it comes to the swaths of undesirable men outnumbering women on the various social applications. That part is well-intentioned. However, Fresh gets so far stuck up its ass that a final punchline zinger comes across like victim shaming. It seems to be saying that this abusive situation would have never developed had the heroine decided to go on another date with an unmannered, offputting douche. One could also go a step further and take it as saying straight hopeful romantic women clinging onto the prospect of finding something sincere and wonderful and meaningful should give up because heterosexual dating is only a bunch of Chads, which is the gross date character's name because that's how unsubtle the jokes are here. More to the point, fuck that; I have my own unflattering stories of using online dating services, but I've also gotten to know some incredible people there I still regularly talk to. Let's meet the movie halfway; my personal feelings offset whatever the filmmakers are serving up. Fresh is amateurishly written, filled with convenient writing, plot inconsistencies, illogical character motivations, and most offensively, considering this is first and foremost a social commentary horror movie, rarely elicits dread. This is explored through cannibalism (there is also no point beating around the bush, considering the advertising is heavily selling Fresh this way). Daisy Edgar-Jones' Noa takes a break from online dating to pursue a grocery aisle meet-cute with awkwardly charming and handsome plastic surgeon Steve (Sebastian Stan). So maybe the regressive message is also not to take a chance on attractive people? Anyway, Fresh does take its time building a believable connection between these two while using Noa's desire for romance as a crutch for letting her guard down and making some unwise decisions that her friend Mollie (Jojo T. Gibbs, saddled with a disappointing nothing role of a cautiously supportive Black friend that attempts to save the day when shit goes south) advises against. Nevertheless, for the most part, the honeymoon phase between Noa and Steve is used smartly, crescendoing with a black comedy title card drop signifying the end of act one and the descent into sadistic danger. There is no denying that Steve has some twisted motives. That also doesn't mean Fresh follows through on any of it, evoking tension or terror. If anything, the proceedings become borderline comical and absurd; the flesh is removed (and in some cases, limbs), but characters remain largely functional and alert. At one point, a character"
